Genes	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ENSRNOG00000053944	0	0	0	0	0	0	0	2	1	0
ENSRNOG00000022946	59	54	42	74	75	38	67	29	63	83
ENSRNOG00000017223	8	12	6	7	2	5	6	9	7	2
ENSRNOG00000017412	2	0	2	0	0	0	1	0	0	2
ENSRNOG00000017419	220	184	206	137	120	150	145	121	168	103
ENSRNOG00000059864	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000055981	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017731	9	0	8	5	3	7	5	5	11	2
ENSRNOG00000054620	7	6	2	2	3	5	4	2	7	1
ENSRNOG00000055141	1	0	0	0	0	0	1	0	0	1
ENSRNOG00000055547	52	29	35	26	23	30	14	25	29	29
ENSRNOG00000044833	1075	1288	895	897	1108	1055	591	847	1032	744
ENSRNOG00000048297	113	82	95	98	67	120	95	109	135	93
ENSRNOG00000060475	5	2	3	5	2	3	6	1	4	4
ENSRNOG00000017367	3	0	1	0	0	2	4	3	3	0
ENSRNOG00000049044	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011243	0	0	1	0	0	0	0	0	1	2
ENSRNOG00000011310	13	8	8	4	12	7	6	14	17	7
ENSRNOG00000012229	2	0	0	0	3	0	1	1	0	0
ENSRNOG00000024172	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000024149	12	6	9	12	4	10	8	4	7	3
ENSRNOG00000024140	40	28	36	48	28	44	35	38	42	22
ENSRNOG00000012415	1535	1159	1242	1327	1065	1289	1064	1130	1325	953
ENSRNOG00000012964	1	0	0	0	0	3	0	0	2	0
ENSRNOG00000055093	67	65	57	51	31	60	46	52	59	48
ENSRNOG00000013190	49	26	32	34	19	43	34	50	49	20
ENSRNOG00000057484	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052521	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013194	149	89	83	100	84	143	97	79	156	115
ENSRNOG00000060227	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000039255	1	0	0	1	1	1	0	1	0	0
ENSRNOG00000013374	2	0	0	0	0	0	1	2	0	1
ENSRNOG00000033901	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000047027	0	0	0	0	0	1	0	2	0	0
ENSRNOG00000053284	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023753	87	75	66	49	63	74	54	53	99	46
ENSRNOG00000051938	2	1	4	1	0	4	1	6	4	2
ENSRNOG00000058564	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000056439	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054756	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052956	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059551	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000051553	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059913	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055136	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053004	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061719	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060438	2	2	0	0	2	1	1	1	0	0
ENSRNOG00000055577	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046250	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052093	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054056	1	0	0	1	0	0	0	0	0	1
ENSRNOG00000030145	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000055830	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052700	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059261	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057320	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054834	0	8	3	14	19	3	2	4	4	5
ENSRNOG00000013671	0	0	0	0	0	0	2	0	0	0
ENSRNOG00000022921	1	2	2	4	0	0	0	2	9	1
ENSRNOG00000014166	57	38	43	37	23	45	31	21	51	16
ENSRNOG00000061057	1	0	2	0	3	1	0	0	1	3
ENSRNOG00000010529	216	196	151	104	108	184	160	163	235	90
ENSRNOG00000058989	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061383	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015609	10	2	4	3	3	2	5	9	4	2
ENSRNOG00000059948	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055517	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053938	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058803	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060933	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051787	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015597	75	49	47	75	46	56	71	72	56	60
ENSRNOG00000061312	98	108	89	80	83	89	46	49	109	65
ENSRNOG00000015293	0	0	4	0	0	0	1	1	0	0
ENSRNOG00000015230	44	24	24	30	29	52	36	31	37	25
ENSRNOG00000059984	14	13	14	7	10	8	10	11	18	14
ENSRNOG00000058790	134	111	122	79	80	146	143	153	170	107
ENSRNOG00000001488	249	171	147	174	115	204	169	185	214	100
ENSRNOG00000001489	26	25	33	26	19	26	24	36	28	24
ENSRNOG00000001490	25	24	20	14	15	26	17	13	43	13
ENSRNOG00000021493	1	4	2	6	4	0	4	0	1	0
ENSRNOG00000056729	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014434	151	96	111	99	95	136	90	107	165	77
ENSRNOG00000048190	130	73	74	105	95	106	125	114	119	106
ENSRNOG00000052286	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061593	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056478	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057242	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012692	80	41	69	52	42	51	44	71	59	42
ENSRNOG00000012988	0	1	0	0	0	1	0	1	1	0
ENSRNOG00000047387	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035654	1504	3188	2975	11548	9222	2855	3593	4723	2163	2600
ENSRNOG00000035453	467	911	731	2917	2537	1196	1175	1698	810	1035
ENSRNOG00000035572	3976	7364	6904	27016	23586	8313	8229	9802	6389	8139
ENSRNOG00000039076	5	1	1	1	6	1	0	1	9	1
ENSRNOG00000010994	3	10	1	1	3	2	2	2	3	0
ENSRNOG00000011174	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060169	14	7	3	12	7	5	2	20	11	4
ENSRNOG00000042605	1	0	0	0	0	0	0	0	2	0
ENSRNOG00000045732	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000052154	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061043	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011234	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000051757	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054409	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052260	0	0	0	0	0	0	0	0	0	2
ENSRNOG00000060271	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055538	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056833	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047498	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011282	871	530	656	638	440	842	670	677	940	565
ENSRNOG00000050623	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060596	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059492	13	7	6	8	6	1	9	13	10	5
ENSRNOG00000032996	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000028807	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060716	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052406	3	1	1	1	3	2	1	1	1	4
ENSRNOG00000051578	1	2	0	2	0	1	1	2	2	3
ENSRNOG00000042347	2	1	2	0	0	1	0	1	2	3
ENSRNOG00000042826	1	0	3	2	0	0	1	1	0	0
ENSRNOG00000060256	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058436	2	6	3	6	1	3	3	2	3	0
ENSRNOG00000043341	5	2	3	2	3	3	2	8	7	6
ENSRNOG00000042547	1	0	0	3	0	1	0	0	0	0
ENSRNOG00000025949	1	0	0	0	0	0	2	0	0	0
ENSRNOG00000047128	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058030	13	8	12	12	7	3	7	7	4	2
ENSRNOG00000057250	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051570	0	2	2	1	0	2	2	1	1	0
ENSRNOG00000054919	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000055824	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047884	3	0	4	0	2	3	1	4	2	2
ENSRNOG00000026569	3	10	6	8	4	8	9	11	11	1
ENSRNOG00000028767	0	0	1	0	0	1	0	0	0	0
ENSRNOG00000051875	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061533	6	4	3	3	2	2	1	6	2	5
ENSRNOG00000059824	2	1	1	0	1	2	2	1	0	0
ENSRNOG00000055124	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011675	2	0	1	0	0	0	1	0	0	0
ENSRNOG00000029458	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000058286	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000054736	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047616	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060529	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053825	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054778	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056653	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055843	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058214	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057219	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055529	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009146	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058087	1	0	0	1	0	0	0	1	1	0
ENSRNOG00000054954	2	1	1	0	0	0	0	1	3	0
ENSRNOG00000053260	3	0	1	2	1	4	5	3	4	3
ENSRNOG00000058538	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058909	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055179	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052600	0	0	2	0	4	0	0	0	1	0
ENSRNOG00000059741	0	0	0	1	0	1	1	0	0	0
ENSRNOG00000058422	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059572	0	0	0	0	1	1	0	0	0	0
ENSRNOG00000054459	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061893	27	20	18	16	14	19	24	22	34	18
ENSRNOG00000053234	64	42	55	49	47	45	55	44	55	31
ENSRNOG00000060004	0	0	1	0	1	1	0	0	0	0
ENSRNOG00000061039	63	61	55	38	37	38	29	86	72	45
ENSRNOG00000056098	10	10	9	9	9	4	8	7	7	6
ENSRNOG00000060293	105	81	74	79	59	92	72	71	84	65
ENSRNOG00000055716	4	1	0	0	0	0	1	1	1	0
ENSRNOG00000055796	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000055581	0	0	0	2	0	0	1	0	0	0
ENSRNOG00000057852	37	19	40	26	36	26	33	24	24	25
ENSRNOG00000057848	0	0	0	0	0	1	0	0	1	0
ENSRNOG00000054831	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056257	7	3	2	2	1	10	1	2	6	2
ENSRNOG00000054371	7	2	4	6	5	4	8	5	9	12
ENSRNOG00000053450	449	565	527	630	667	807	678	838	969	589
ENSRNOG00000053124	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055798	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056884	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060745	12	3	0	2	1	0	0	3	1	2
ENSRNOG00000060612	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057399	1	0	0	2	0	1	0	0	3	1
ENSRNOG00000057453	1	3	1	9	4	0	1	3	0	0
ENSRNOG00000056886	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060727	0	1	0	5	4	2	0	0	3	0
ENSRNOG00000051974	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056469	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054438	0	0	1	0	1	0	2	0	0	1
ENSRNOG00000048635	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000056036	3	1	3	5	4	2	3	4	3	3
ENSRNOG00000056327	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057050	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000055298	0	0	0	0	0	1	1	0	0	0
ENSRNOG00000054417	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048100	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046198	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027550	1	2	6	2	1	0	2	1	1	1
ENSRNOG00000027514	405	284	299	209	173	348	227	219	400	213
ENSRNOG00000043328	115	75	80	53	54	75	53	82	100	51
ENSRNOG00000027487	222	160	162	137	151	208	164	151	190	142
ENSRNOG00000027459	48	26	38	31	49	40	26	39	45	28
ENSRNOG00000019626	2	3	0	1	1	0	0	0	1	0
ENSRNOG00000060429	7	10	10	5	7	8	5	2	4	3
ENSRNOG00000019623	4	0	4	1	3	10	1	2	5	2
ENSRNOG00000027436	2	6	4	3	5	6	3	6	6	5
ENSRNOG00000051968	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000038445	0	0	0	0	4	0	0	0	0	0
ENSRNOG00000019453	602	380	432	349	260	519	433	399	621	317
ENSRNOG00000031113	9	6	3	2	2	4	7	5	9	10
ENSRNOG00000031459	11	17	9	7	10	13	12	10	7	6
ENSRNOG00000031328	32	11	38	17	25	27	15	13	24	14
ENSRNOG00000045583	1	0	3	0	1	0	0	0	0	0
ENSRNOG00000019376	24	13	22	19	17	15	14	14	18	16
ENSRNOG00000026861	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000050831	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047703	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046317	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019280	2	2	1	1	0	0	0	1	3	0
ENSRNOG00000019127	6	6	13	5	3	11	15	13	7	14
ENSRNOG00000048663	0	0	1	0	1	0	0	0	0	0
ENSRNOG00000046802	0	0	0	0	0	0	0	0	2	0
ENSRNOG00000049902	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055247	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060288	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033061	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057670	0	0	1	0	0	0	0	0	1	0
ENSRNOG00000049720	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049529	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047370	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047230	0	0	0	3	1	0	0	0	0	0
ENSRNOG00000031210	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032062	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034101	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032817	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047429	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028882	0	0	0	0	0	0	0	2	0	0
ENSRNOG00000052304	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033483	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032226	5	6	3	3	2	2	0	1	2	1
ENSRNOG00000059074	0	1	0	0	0	1	2	0	1	0
ENSRNOG00000028877	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031178	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019082	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050887	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029852	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002628	0	0	0	0	0	1	0	0	1	0
ENSRNOG00000049274	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047610	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048033	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047242	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046455	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055229	19	16	14	23	25	29	29	29	25	21
ENSRNOG00000049847	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049412	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000051882	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048370	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000062307	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047540	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047013	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042030	0	1	0	0	1	0	3	4	0	0
ENSRNOG00000015707	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000002641	1	0	0	0	1	0	0	2	0	0
ENSRNOG00000015271	8	1	6	7	1	3	2	5	3	3
ENSRNOG00000056113	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050476	6	4	3	3	6	5	0	8	5	2
ENSRNOG00000060875	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015598	3	1	1	2	0	0	2	1	1	0
ENSRNOG00000050407	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046153	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000047061	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022742	12	4	7	2	10	4	10	3	6	2
ENSRNOG00000059513	7	10	19	45	36	23	16	15	9	16
ENSRNOG00000015825	8	5	4	0	3	16	7	3	7	5
ENSRNOG00000015956	49	33	43	34	30	33	47	50	47	43
ENSRNOG00000055983	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057261	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046704	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000054183	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014791	235	189	170	183	121	248	162	200	253	148
ENSRNOG00000048353	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015071	13	18	14	15	18	34	17	21	45	18
ENSRNOG00000061569	0	0	0	0	0	0	0	1	1	2
ENSRNOG00000041209	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015254	1	1	1	2	1	1	2	0	0	0
ENSRNOG00000041737	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047512	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045783	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000015289	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030070	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057132	2	1	2	1	1	0	0	1	0	0
ENSRNOG00000042502	0	1	0	0	0	0	1	0	0	0
ENSRNOG00000042777	4	1	2	2	4	2	2	2	2	1
ENSRNOG00000015322	3	3	1	4	0	5	2	3	2	0
ENSRNOG00000051384	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000034184	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000033906	14	10	7	8	7	12	9	10	8	6
ENSRNOG00000049014	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000022129	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015517	67	36	46	35	45	60	47	42	60	53
ENSRNOG00000015456	38	34	33	25	27	32	28	20	39	18
ENSRNOG00000022994	1	1	0	0	1	2	0	3	0	1
ENSRNOG00000042719	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021996	0	2	0	0	0	1	1	1	2	0
ENSRNOG00000038674	3	1	6	4	0	3	3	3	2	0
ENSRNOG00000060136	0	1	0	0	0	0	0	0	0	2
ENSRNOG00000032891	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036304	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048505	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021913	0	1	0	1	0	1	0	0	1	2
ENSRNOG00000035686	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053141	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000049710	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033755	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031899	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000038647	0	0	0	0	1	0	1	0	0	1
ENSRNOG00000058224	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000038644	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058893	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000032913	0	0	0	0	0	1	0	0	1	0
ENSRNOG00000015743	0	1	0	0	1	0	0	1	0	0
ENSRNOG00000015753	617	411	456	342	275	459	328	330	469	311
ENSRNOG00000015914	151	90	107	93	49	122	85	88	150	85
ENSRNOG00000015997	13	17	17	15	10	18	16	12	16	13
ENSRNOG00000016274	3	0	0	7	1	0	2	1	1	2
ENSRNOG00000054623	1	0	0	0	0	0	0	1	1	0
ENSRNOG00000016279	26	16	14	25	5	16	16	11	32	19
ENSRNOG00000046037	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028628	55	33	28	31	33	35	31	35	38	37
ENSRNOG00000016565	27	21	19	19	16	26	25	17	35	20
ENSRNOG00000016574	86	75	65	44	53	74	56	65	66	53
ENSRNOG00000016608	7	18	6	17	8	17	11	4	3	12
ENSRNOG00000042927	1	4	0	1	3	0	0	0	1	0
ENSRNOG00000038625	4	9	2	3	3	1	2	4	7	3
ENSRNOG00000016687	25	19	12	12	19	10	16	24	19	10
ENSRNOG00000042414	8	6	4	4	7	8	9	3	9	2
ENSRNOG00000038622	26	22	16	19	15	30	18	23	37	9
ENSRNOG00000050348	45	41	53	30	26	37	20	34	42	20
ENSRNOG00000016829	87	60	65	58	58	75	58	59	96	45
ENSRNOG00000016877	1	3	5	4	2	5	3	4	4	2
ENSRNOG00000016930	55	27	27	20	11	31	21	20	41	19
ENSRNOG00000017127	32	17	31	22	14	23	19	24	27	10
ENSRNOG00000017306	6	7	9	9	5	7	4	6	15	6
ENSRNOG00000042528	1	0	1	0	0	2	1	2	3	0
ENSRNOG00000017386	0	0	0	0	0	0	0	0	2	1
ENSRNOG00000033173	3	0	0	0	0	0	2	1	4	2
ENSRNOG00000038616	0	1	0	2	1	1	0	0	2	0
ENSRNOG00000017508	12	14	10	14	6	16	12	14	13	13
ENSRNOG00000058451	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028273	0	1	0	0	0	1	0	2	1	2
ENSRNOG00000017673	9	11	8	4	7	5	3	9	10	17
ENSRNOG00000017795	36	24	20	26	10	34	34	39	53	28
ENSRNOG00000018090	404	342	366	298	240	400	271	322	429	260
ENSRNOG00000038607	5	5	1	2	0	3	2	3	5	1
ENSRNOG00000058906	21	6	12	23	9	20	2	7	11	8
ENSRNOG00000018217	32	14	5	11	4	9	14	9	20	9
ENSRNOG00000038600	8	3	5	3	2	9	7	2	11	3
ENSRNOG00000018250	12925	8435	10428	8153	6988	10503	7326	8034	11225	7636
ENSRNOG00000028041	2	0	2	3	0	1	0	3	6	1
ENSRNOG00000053828	142	72	83	63	28	92	60	69	132	49
ENSRNOG00000027942	4	0	2	2	0	0	0	1	3	1
ENSRNOG00000027919	94	92	83	61	45	96	64	65	87	36
ENSRNOG00000057297	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053253	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047204	0	1	2	0	0	0	0	1	1	0
ENSRNOG00000049759	0	0	1	0	1	0	0	0	1	0
ENSRNOG00000018458	3	0	2	0	1	0	0	1	5	1
ENSRNOG00000027855	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046577	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027843	0	1	0	0	0	1	0	0	2	0
ENSRNOG00000027811	2	0	2	0	0	2	1	4	2	2
ENSRNOG00000048238	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000046683	0	5	1	8	3	0	1	0	1	0
ENSRNOG00000027808	1	0	4	1	0	7	0	0	3	1
ENSRNOG00000018616	2	2	1	2	3	5	3	2	6	3
ENSRNOG00000018621	12	3	4	5	4	4	0	0	5	3
ENSRNOG00000018642	124	100	97	77	57	95	86	68	118	66
ENSRNOG00000032699	12	1	4	2	3	7	2	4	2	3
ENSRNOG00000059590	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027733	0	0	0	0	2	0	0	0	0	1
ENSRNOG00000027705	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015527	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000038497	0	0	0	1	0	0	0	3	0	0
ENSRNOG00000038479	0	0	1	0	0	0	0	1	0	0
ENSRNOG00000046339	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031562	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049668	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000048095	0	1	2	0	0	0	0	2	0	0
ENSRNOG00000030886	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047490	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047206	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000014181	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000032819	0	1	0	0	0	0	0	1	0	0
ENSRNOG00000014186	28	15	15	15	13	10	11	16	9	22
ENSRNOG00000014193	0	2	0	0	0	1	3	2	3	2
ENSRNOG00000026764	2	2	1	1	1	5	1	6	3	3
ENSRNOG00000056949	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056331	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054798	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061661	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000061148	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014787	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052287	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046669	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056605	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047986	2	0	1	0	0	3	0	0	0	2
ENSRNOG00000054447	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031005	0	1	0	0	1	0	0	0	0	0
ENSRNOG00000048028	1	0	2	0	0	0	0	1	1	0
ENSRNOG00000052468	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022227	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000013548	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033146	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000038276	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013890	0	1	1	0	0	0	0	0	3	0
ENSRNOG00000038251	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051483	8	2	3	2	1	4	2	5	3	2
ENSRNOG00000028449	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013023	171	103	115	102	63	128	90	62	147	80
ENSRNOG00000059444	390	324	388	408	409	422	424	399	577	279
ENSRNOG00000011346	129	121	109	114	110	120	100	122	204	91
ENSRNOG00000011262	112	70	80	95	68	115	88	92	111	66
ENSRNOG00000021800	0	1	0	4	0	0	1	0	0	1
ENSRNOG00000001494	291	225	191	259	187	271	196	198	242	147
ENSRNOG00000001493	78	48	55	40	24	54	37	34	46	31
ENSRNOG00000001492	6	1	3	1	0	1	0	1	0	2
ENSRNOG00000021390	5	3	3	3	2	1	0	2	2	0
ENSRNOG00000047575	56	31	40	30	20	40	26	23	34	21
ENSRNOG00000060587	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049028	8	2	0	2	1	0	1	3	2	2
ENSRNOG00000047800	12	16	13	11	10	12	11	13	9	6
